run,type,module,name,attrname,attrvalue,value
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,configname,ThroughputVerification2,
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,datetime,20210125-18:31:17,
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,experiment,ThroughputVerification2,
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,inifile,omnetpp.ini,
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,iterationvars,"$0=0.1, $1=2",
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,iterationvarsf,"0.1,2-",
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,measurement,"$0=0.1, $1=2",
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,network,slottedNetwork,
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,processid,36695,
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,repetition,18,
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,replication,#18,
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,resultdir,results,
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,runnumber,178,
ThroughputVerification2-178-20210125-18:31:17-36695,runattr,,,seedset,18,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.sendProbability,0.1,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.numTransmitters,2,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.isBackoff,false,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.numChannels,1,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.expMean,1s,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.timeSlotSize,2s,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.numTransmitters,1,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.numChannels,1,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.sendProbability,1,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.expMean,5s,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.timeSlotSize,5s,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.isBackoff,true,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.sendProbability,0.1,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.numTransmitters,2,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.isBackoff,false,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.numChannels,1,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.expMean,1s,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.timeSlotSize,2s,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.numTransmitters,1,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.numChannels,1,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.sendProbability,1,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.expMean,5s,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.timeSlotSize,5s,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-178-20210125-18:31:17-36695,param,,,**.isBackoff,true,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,configname,ThroughputVerification2,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,datetime,20210125-18:31:15,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,experiment,ThroughputVerification2,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,inifile,omnetpp.ini,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,iterationvars,"$0=0.1, $1=2",
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,iterationvarsf,"0.1,2-",
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,measurement,"$0=0.1, $1=2",
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,network,slottedNetwork,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,processid,36660,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,repetition,11,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,replication,#11,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,resultdir,results,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,runnumber,171,
ThroughputVerification2-171-20210125-18:31:15-36660,runattr,,,seedset,11,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.sendProbability,0.1,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.numTransmitters,2,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.isBackoff,false,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.numChannels,1,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.expMean,1s,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.timeSlotSize,2s,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.numTransmitters,1,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.numChannels,1,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.sendProbability,1,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.expMean,5s,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.timeSlotSize,5s,
ThroughputVerification2-171-20210125-18:31:15-36660,param,,,**.deterministicInterarrivalTime,false,
