run,type,module,name,attrname,attrvalue,value
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,configname,ThroughputVerification,
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,datetime,20210124-16:53:52,
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,experiment,ThroughputVerification,
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,inifile,omnetpp.ini,
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,iterationvars,"$0=0.6, $1=30",
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,iterationvarsf,"0.6,30-",
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,measurement,"$0=0.6, $1=30",
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,network,slottedNetwork,
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,processid,30436,
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,repetition,13,
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,replication,#13,
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,resultdir,results,
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,runnumber,453,
ThroughputVerification-453-20210124-16:53:52-30436,runattr,,,seedset,13,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.sendProbability,0.6,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.numTransmitters,30,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.isBackoff,false,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.numChannels,1,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.expMean,1s,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.timeSlotSize,2s,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.numTransmitters,1,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.numChannels,1,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.sendProbability,1,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.expMean,5s,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.timeSlotSize,5s,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification-453-20210124-16:53:52-30436,param,,,**.isBackoff,true,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,configname,ThroughputVerification,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,datetime,20210124-16:53:55,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,experiment,ThroughputVerification,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,inifile,omnetpp.ini,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,iterationvars,"$0=0.6, $1=30",
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,iterationvarsf,"0.6,30-",
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,measurement,"$0=0.6, $1=30",
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,network,slottedNetwork,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,processid,30484,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,repetition,21,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,replication,#21,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,resultdir,results,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,runnumber,461,
ThroughputVerification-461-20210124-16:53:55-30484,runattr,,,seedset,21,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.sendProbability,0.6,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.numTransmitters,30,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.isBackoff,false,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.numChannels,1,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.expMean,1s,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.timeSlotSize,2s,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.numTransmitters,1,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.numChannels,1,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.sendProbability,1,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.expMean,5s,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.timeSlotSize,5s,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification-461-20210124-16:53:55-30484,param,,,**.isBackoff,true,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,configname,ThroughputVerification,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,datetime,20210124-16:53:52,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,experiment,ThroughputVerification,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,inifile,omnetpp.ini,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,iterationvars,"$0=0.6, $1=30",
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,iterationvarsf,"0.6,30-",
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,measurement,"$0=0.6, $1=30",
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,network,slottedNetwork,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,processid,30454,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,repetition,15,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,replication,#15,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,resultdir,results,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,runnumber,455,
ThroughputVerification-455-20210124-16:53:52-30454,runattr,,,seedset,15,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.sendProbability,0.6,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.numTransmitters,30,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.isBackoff,false,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.numChannels,1,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.expMean,1s,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.timeSlotSize,2s,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.numTransmitters,1,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.numChannels,1,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.sendProbability,1,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.expMean,5s,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.timeSlotSize,5s,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification-455-20210124-16:53:52-30454,param,,,**.isBackoff,true,
ThroughputVerification-464-20210124-16:53:56-30499,runattr,,,configname,ThroughputVerification,
