run,type,module,name,attrname,attrvalue,value
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,configname,ThroughputVerification,
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,datetime,20210124-16:53:37,
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,experiment,ThroughputVerification,
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,inifile,omnetpp.ini,
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,iterationvars,"$0=0.6, $1=5",
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,iterationvarsf,"0.6,5-",
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,measurement,"$0=0.6, $1=5",
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,network,slottedNetwork,
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,processid,30129,
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,repetition,33,
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,replication,#33,
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,resultdir,results,
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,runnumber,393,
ThroughputVerification-393-20210124-16:53:37-30129,runattr,,,seedset,33,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.sendProbability,0.6,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.numTransmitters,5,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.isBackoff,false,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.numChannels,1,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.expMean,1s,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.timeSlotSize,2s,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.numTransmitters,1,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.numChannels,1,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.sendProbability,1,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.expMean,5s,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.timeSlotSize,5s,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification-393-20210124-16:53:37-30129,param,,,**.isBackoff,true,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,configname,ThroughputVerification,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,datetime,20210124-16:53:31,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,experiment,ThroughputVerification,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,inifile,omnetpp.ini,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,iterationvars,"$0=0.6, $1=5",
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,iterationvarsf,"0.6,5-",
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,measurement,"$0=0.6, $1=5",
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,network,slottedNetwork,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,processid,29979,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,repetition,3,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,replication,#3,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,resultdir,results,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,runnumber,363,
ThroughputVerification-363-20210124-16:53:31-29979,runattr,,,seedset,3,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.sendProbability,0.6,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.numTransmitters,5,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.isBackoff,false,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.numChannels,1,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.expMean,1s,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.timeSlotSize,2s,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.numTransmitters,1,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.numChannels,1,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.sendProbability,1,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.expMean,5s,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.timeSlotSize,5s,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification-363-20210124-16:53:31-29979,param,,,**.isBackoff,true,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,configname,ThroughputVerification,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,datetime,20210124-16:53:34,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,experiment,ThroughputVerification,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,inifile,omnetpp.ini,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,iterationvars,"$0=0.6, $1=5",
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,iterationvarsf,"0.6,5-",
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,measurement,"$0=0.6, $1=5",
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,network,slottedNetwork,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,processid,30059,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,repetition,19,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,replication,#19,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,resultdir,results,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,runnumber,379,
ThroughputVerification-379-20210124-16:53:34-30059,runattr,,,seedset,19,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.sendProbability,0.6,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.numTransmitters,5,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.isBackoff,false,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.numChannels,1,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.expMean,1s,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.timeSlotSize,2s,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.numTransmitters,1,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.numChannels,1,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.sendProbability,1,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.expMean,5s,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.timeSlotSize,5s,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification-379-20210124-16:53:34-30059,param,,,**.isBackoff,true,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,configname,ThroughputVerification,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,datetime,20210124-16:53:31,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,experiment,ThroughputVerification,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,inifile,omnetpp.ini,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,iterationvars,"$0=0.6, $1=5",
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,iterationvarsf,"0.6,5-",
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,measurement,"$0=0.6, $1=5",
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,network,slottedNetwork,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,processid,29994,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,repetition,6,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,replication,#6,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,resultdir,results,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,runnumber,366,
ThroughputVerification-366-20210124-16:53:31-29994,runattr,,,seedset,6,
ThroughputVerification-366-20210124-16:53:31-29994,param,,,**.sendProbability,0.6,
ThroughputVerification-366-20210124-16:53:31-29994,param,,,**.numTransmitters,5,
ThroughputVerification-366-20210124-16:53:31-29994,param,,,**.isBackoff,false,
ThroughputVerification-366-20210124-16:53:31-29994,param,,,**.numChannels,1,
ThroughputVerification-366-20210124-16:53:31-29994,param,,,**.expMean,1s,
ThroughputVerification-366-20210124-16:53:31-29994,param,,,**.timeSlotSize,2s,
ThroughputVerification-366-20210124-16:53:31-29994,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification-366-20210124-16:53:31-29994,param,,,**.numTransmitters,1,
