run,type,module,name,attrname,attrvalue,value
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,configname,ThroughputVerification2,
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,datetime,20210125-18:30:48,
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,experiment,ThroughputVerification2,
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,inifile,omnetpp.ini,
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,iterationvars,"$0=0.05, $1=5",
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,iterationvarsf,"0.05,5-",
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,measurement,"$0=0.05, $1=5",
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,network,slottedNetwork,
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,processid,36144,
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,repetition,29,
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,replication,#29,
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,resultdir,results,
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,runnumber,69,
ThroughputVerification2-69-20210125-18:30:48-36144,runattr,,,seedset,29,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.sendProbability,0.05,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.numTransmitters,5,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.isBackoff,false,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.numChannels,1,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.expMean,1s,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.timeSlotSize,2s,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.numTransmitters,1,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.numChannels,1,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.sendProbability,1,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.expMean,5s,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.timeSlotSize,5s,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.isBackoff,true,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.sendProbability,0.05,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.numTransmitters,5,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.isBackoff,false,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.numChannels,1,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.expMean,1s,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.timeSlotSize,2s,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.numTransmitters,1,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.numChannels,1,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.sendProbability,1,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.expMean,5s,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.timeSlotSize,5s,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-69-20210125-18:30:48-36144,param,,,**.isBackoff,true,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,configname,ThroughputVerification2,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,datetime,20210125-18:30:42,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,experiment,ThroughputVerification2,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,inifile,omnetpp.ini,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,iterationvars,"$0=0.05, $1=5",
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,iterationvarsf,"0.05,5-",
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,measurement,"$0=0.05, $1=5",
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,network,slottedNetwork,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,processid,35998,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,repetition,2,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,replication,#2,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,resultdir,results,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,runnumber,42,
ThroughputVerification2-42-20210125-18:30:42-35998,runattr,,,seedset,2,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.sendProbability,0.05,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.numTransmitters,5,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.isBackoff,false,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.numChannels,1,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.expMean,1s,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.timeSlotSize,2s,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.numTransmitters,1,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.numChannels,1,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.sendProbability,1,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.expMean,5s,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.timeSlotSize,5s,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.isBackoff,true,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.sendProbability,0.05,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.numTransmitters,5,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.isBackoff,false,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.numChannels,1,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.expMean,1s,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.timeSlotSize,2s,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.numTransmitters,1,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.numChannels,1,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.sendProbability,1,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.expMean,5s,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.timeSlotSize,5s,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-42-20210125-18:30:42-35998,param,,,**.isBackoff,true,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,configname,ThroughputVerification2,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,datetime,20210125-18:30:46,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,experiment,ThroughputVerification2,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,inifile,omnetpp.ini,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,iterationvars,"$0=0.05, $1=5",
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,iterationvarsf,"0.05,5-",
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,measurement,"$0=0.05, $1=5",
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,network,slottedNetwork,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,processid,36113,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,repetition,23,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,replication,#23,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,resultdir,results,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,runnumber,63,
ThroughputVerification2-63-20210125-18:30:46-36113,runattr,,,seedset,23,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.sendProbability,0.05,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.numTransmitters,5,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.isBackoff,false,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.numChannels,1,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.expMean,1s,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.timeSlotSize,2s,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.numTransmitters,1,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.numChannels,1,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.sendProbability,1,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.expMean,5s,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.timeSlotSize,5s,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.isBackoff,true,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.sendProbability,0.05,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.numTransmitters,5,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.isBackoff,false,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.numChannels,1,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.expMean,1s,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.timeSlotSize,2s,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.numTransmitters,1,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.numChannels,1,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.sendProbability,1,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.expMean,5s,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.timeSlotSize,5s,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-63-20210125-18:30:46-36113,param,,,**.isBackoff,true,
ThroughputVerification2-70-20210125-18:30:48-36149,runattr,,,configname,ThroughputVerification2,
ThroughputVerification2-70-20210125-18:30:48-36149,runattr,,,datetime,20210125-18:30:48,
ThroughputVerification2-70-20210125-18:30:48-36149,runattr,,,experiment,ThroughputVerification2,
ThroughputVerification2-70-20210125-18:30:48-36149,runattr,,,inifile,omnetpp.ini,
ThroughputVerification2-70-20210125-18:30:48-36149,runattr,,,iterationvars,"$0=0.05, $1=5",
ThroughputVerification2-70-20210125-18:30:48-36149,runattr,,,iterationvarsf,"0.05,5-",
ThroughputVerification2-70-20210125-18:30:48-36149,runattr,,,measurement,"$0=0.05, $1=5",
ThroughputVerification2-70-20210125-18:30:48-36149,runattr,,,network,slottedNetwork,
