run,type,module,name,attrname,attrvalue,value
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,configname,ThroughputVerification2,
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,datetime,20210125-18:31:00,
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,experiment,ThroughputVerification2,
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,inifile,omnetpp.ini,
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,iterationvars,"$0=0.05, $1=30",
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,iterationvarsf,"0.05,30-",
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,measurement,"$0=0.05, $1=30",
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,network,slottedNetwork,
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,processid,36425,
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,repetition,5,
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,replication,#5,
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,resultdir,results,
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,runnumber,125,
ThroughputVerification2-125-20210125-18:31:00-36425,runattr,,,seedset,5,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.sendProbability,0.05,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.numTransmitters,30,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.isBackoff,false,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.numChannels,1,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.expMean,1s,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.timeSlotSize,2s,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.numTransmitters,1,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.numChannels,1,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.sendProbability,1,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.expMean,5s,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.timeSlotSize,5s,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.isBackoff,true,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.sendProbability,0.05,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.numTransmitters,30,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.isBackoff,false,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.numChannels,1,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.expMean,1s,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.timeSlotSize,2s,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.numTransmitters,1,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.numChannels,1,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.sendProbability,1,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.expMean,5s,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.timeSlotSize,5s,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-125-20210125-18:31:00-36425,param,,,**.isBackoff,true,
ThroughputVerification2-143-20210125-18:31:06-36518,runattr,,,configname,ThroughputVerification2,
ThroughputVerification2-143-20210125-18:31:06-36518,runattr,,,datetime,20210125-18:31:06,
