run,type,module,name,attrname,attrvalue,value
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,configname,ThroughputVerification2,
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,datetime,20210125-18:32:02,
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,experiment,ThroughputVerification2,
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,inifile,omnetpp.ini,
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,iterationvars,"$0=0.15, $1=5",
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,iterationvarsf,"0.15,5-",
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,measurement,"$0=0.15, $1=5",
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,network,slottedNetwork,
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,processid,37702,
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,repetition,8,
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,replication,#8,
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,resultdir,results,
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,runnumber,368,
ThroughputVerification2-368-20210125-18:32:02-37702,runattr,,,seedset,8,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.sendProbability,0.15,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.numTransmitters,5,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.isBackoff,false,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.numChannels,1,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.expMean,1s,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.timeSlotSize,2s,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.numTransmitters,1,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.numChannels,1,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.sendProbability,1,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.expMean,5s,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.timeSlotSize,5s,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.isBackoff,true,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.sendProbability,0.15,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.numTransmitters,5,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.isBackoff,false,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.numChannels,1,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.expMean,1s,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.timeSlotSize,2s,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.deterministicInterarrivalTime,true,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.numTransmitters,1,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.numChannels,1,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.sendProbability,1,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.expMean,5s,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.timeSlotSize,5s,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.deterministicInterarrivalTime,false,
ThroughputVerification2-368-20210125-18:32:02-37702,param,,,**.isBackoff,true,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,configname,ThroughputVerification2,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,datetime,20210125-18:32:06,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,experiment,ThroughputVerification2,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,inifile,omnetpp.ini,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,iterationvars,"$0=0.15, $1=5",
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,iterationvarsf,"0.15,5-",
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,measurement,"$0=0.15, $1=5",
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,network,slottedNetwork,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,processid,37822,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,repetition,30,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,replication,#30,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,resultdir,results,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,runnumber,390,
ThroughputVerification2-390-20210125-18:32:06-37822,runattr,,,seedset,30,
